,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
526,Yerbogachën,61.2767,108.0108,36.79,90,100,13.87,RU,1633822062
527,Wajima,37.4,136.9,74.08,83,20,3.44,JP,1633822064
528,Halifax,44.6453,-63.5724,51.85,81,5,2.3,CA,1633822065
530,Hérouville-Saint-Clair,49.2109,-0.3065,54.59,94,1,3.44,FR,1633822070
532,Gryazovets,58.88,40.2525,43.36,91,100,5.55,RU,1633822073
533,Anadyr,64.75,177.4833,27.1,100,75,4.0,RU,1633822075
534,Risør,58.7206,9.2342,54.16,81,50,17.87,NO,1633822076
536,Jinsha,32.0898,121.0735,79.93,87,1,4.14,CN,1633822079
537,Punta de Piedra,7.6176,-71.4916,76.41,88,18,1.66,VE,1633822081
538,Qiongshan,20.0058,110.3542,75.18,94,20,2.24,CN,1633822083
539,Belyy Yar,53.6039,91.3903,42.69,65,0,8.95,RU,1633822085
541,Praia da Vitória,38.7333,-27.0667,70.75,83,20,17.69,PT,1633822088
543,Banyo,6.75,11.8167,66.45,92,100,3.2,CM,1633822090
544,Abu Kamal,34.4506,40.9171,74.17,18,0,2.26,SY,1633822092
546,Kahului,20.8947,-156.47,79.86,86,40,20.71,US,1633821852
548,Pochutla,15.7432,-96.4661,77.22,87,96,5.57,MX,1633822098
549,Muzhi,65.3667,64.6667,28.9,70,0,15.66,RU,1633822100
553,Mamlyutka,54.9375,68.5394,39.52,80,83,8.12,KZ,1633822105
557,Beihai,21.4833,109.1,80.85,84,100,28.7,CN,1633822112
559,Teknāf,20.8624,92.3058,78.39,90,17,3.24,BD,1633822114
560,Longyearbyen,78.2186,15.6401,19.24,79,0,6.91,SJ,1633821914
561,Sayville,40.7359,-73.0821,65.1,81,90,5.01,US,1633822020
563,Leningradskiy,69.3833,178.4167,19.54,94,100,4.41,RU,1633821883
564,Kabo,7.6994,18.629,74.03,91,100,3.85,CF,1633822120
566,Jumla,29.2747,82.1838,50.27,79,3,4.97,NP,1633822123
567,Tīra Sujānpur,31.8333,76.5,67.71,52,0,4.76,IN,1633822124
568,Nola,40.922,14.5329,64.54,62,81,4.0,IT,1633822125
569,Tezu,27.9167,96.1667,73.87,76,0,2.77,IN,1633822127
570,Laas,46.6166,10.7002,47.28,78,3,3.4,IT,1633822095
571,Al Bardīyah,31.7561,25.0865,74.35,53,0,8.72,LY,1633822130
573,Mīzan Teferī,6.9833,35.5833,62.49,97,100,1.57,ET,1633822133
574,Nānākuli,21.3906,-158.1547,82.35,67,90,14.97,US,1633822134
575,Burns Lake,54.2331,-125.7533,49.42,54,81,10.2,CA,1633822135
576,Lagos,6.5833,3.75,77.32,90,100,3.87,NG,1633822001
577,Kachīry,53.0675,76.1036,39.02,72,8,7.56,KZ,1633822130
578,Beyneu,45.3167,55.2,47.37,53,0,8.3,KZ,1633822139
579,Khorramshahr,30.4397,48.1664,76.96,27,0,11.5,IR,1633822140
580,Muros,42.7762,-9.0603,66.24,69,44,14.07,ES,1633822136
581,Saint-Augustin,51.226,-58.6502,44.08,55,12,6.02,CA,1633822143
582,General Bravo,25.8,-99.1667,93.72,35,2,12.86,MX,1633822144
583,Chern',53.4523,36.9145,38.59,73,0,2.04,RU,1633822145
584,Seoul,37.5683,126.9778,72.97,83,90,5.75,KR,1633822147
586,Pleshanovo,52.8333,53.4833,39.47,75,15,4.74,RU,1633822150
587,Alekseyevsk,57.8406,108.3492,39.99,88,100,17.11,RU,1633822152
588,Ponta Delgada,37.7333,-25.6667,73.51,83,40,9.22,PT,1633822153
590,Alexandria,31.2156,29.9553,73.36,83,0,8.05,EG,1633821970
591,Bucerías,20.75,-105.3333,87.98,70,90,9.22,MX,1633822152
